merk,model,kleur,status,bestand,bron_url,fotograaf,licentie
BMW,X3,Groen metallic,herkleurd,images/bmw_x3_groen-metallic_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2010_BMW_X3_SE_xDrive20d_-_1995cc_2.0_(176PS)_Diesel_-_Montego_Blue_-_05-2024,_Front.jpg",Harvey Bold,CC BY 4.0
BMW,X3,Bruin metallic,herkleurd,images/bmw_x3_bruin-metallic_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2010_BMW_X3_SE_xDrive20d_-_1995cc_2.0_(176PS)_Diesel_-_Montego_Blue_-_05-2024,_Front.jpg",Harvey Bold,CC BY 4.0
BMW,X3,Zwart,herkleurd,images/bmw_x3_zwart_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_BMW_X3_white,_Aug_2025_01.jpg",Retired electrician,CC0
BMW,iX1,Zwart,herkleurd,images/bmw_ix1_zwart_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Wit,herkleurd,images/bmw_ix1_wit_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Grijs metallic,herkleurd,images/bmw_ix1_grijs-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Zilver metallic,herkleurd,images/bmw_ix1_zilver-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Blauw metallic,herkleurd,images/bmw_ix1_blauw-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Rood metallic,herkleurd,images/bmw_ix1_rood-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Groen metallic,ok,images/bmw_ix1_groen-metallic.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
BMW,iX1,Bruin metallic,herkleurd,images/bmw_ix1_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:BMW_U11_BEV_iX1_xDrive30_M_Sport_Cape_York_Green_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
Citroën,C3,Zwart,ok,images/citroen_c3_zwart.jpg,https://commons.wikimedia.org/wiki/File:Citro%C3%ABn_C3_SXSY_FL_Perla_Nera_Black_(2).jpg,Damian B Oh,CC BY-SA 4.0
Citroën,C3,Wit,ok,images/citroen_c3_wit.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_Citro%C3%ABn_C3_Picasso_(2012)_white,_June_2026_01.jpg",Retired electrician,CC0
Citroën,C3,Grijs metallic,ok,images/citroen_c3_grijs-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2019_Citroen_C3_Aircross_Flair_BlueHDi_-_1500cc_1.5_(101PS)_Diesel_-_Grey_-_04-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Citroën,C3,Zilver metallic,ok,images/citroen_c3_zilver-metallic.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_Citroen_C3_blueish-silver,_Sept_2025_01.jpg",Retired electrician,CC0
Citroën,C3,Blauw metallic,ok,images/citroen_c3_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Citro%C3%ABn_C3_2022_Feel_Pack_Spring_Blue_in_Uruguay_-_front.jpg,NaBUru38,CC BY-SA 4.0
Citroën,C3,Rood metallic,ok,images/citroen_c3_rood-metallic.jpg,"https://commons.wikimedia.org/wiki/File:Citro%C3%ABn_C3_e-HDi_110_Airdream_Red_Block_(II)_%E2%80%93_Frontansicht,_21._April_2017,_D%C3%BCsseldorf.jpg",© M 93,CC BY-SA 3.0 de
Citroën,C3,Groen metallic,ok,images/citroen_c3_groen-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2005_Citro%C3%ABn_C3_XTR_SensoDrive_-_1360cc_1.4i_16V_(90PS)_Petrol_-_Rainforest_Green_-_12-05-2024,_Front_Right.jpg",DieselFordMondeo,CC BY-SA 4.0
Citroën,C3,Bruin metallic,herkleurd,images/citroen_c3_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Citro%C3%ABn_C3_2022_Feel_Pack_Spring_Blue_in_Uruguay_-_front.jpg,NaBUru38,CC BY-SA 4.0
Citroën,C5 Aircross,Zwart,ok,images/citroen_c5-aircross_zwart.jpg,https://commons.wikimedia.org/wiki/File:Citro%C3%ABn_C5_Aircross_C84_Perla_Nera_Black_(1).jpg,Damian B Oh,CC BY-SA 4.0
Citroën,C5 Aircross,Wit,ok,images/citroen_c5-aircross_wit.jpg,"https://commons.wikimedia.org/wiki/File:2024_Citroen_C5_Aircross_Max_PureTech_PHEV_-_1598cc_1.6_(225PS)_Petrol_Plug-in_-_White_-_03-2025,_Front.jpg",Harvey Bold,CC0
Citroën,C5 Aircross,Grijs metallic,ok,images/citroen_c5-aircross_grijs-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2024_Citroen_C5_Aircross_E-Series_PureTech_-_1199cc_1.2_(136PS)_Petrol_-_Platinum_Grey_-_02-2025,_Front.jpg",Harvey Bold,CC0
Citroën,C5 Aircross,Zilver metallic,herkleurd,images/citroen_c5-aircross_zilver-metallic_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2024_Citroen_C5_Aircross_Max_PureTech_PHEV_-_1598cc_1.6_(225PS)_Petrol_Plug-in_-_White_-_03-2025,_Front.jpg",Harvey Bold,CC0
Citroën,C5 Aircross,Blauw metallic,ok,images/citroen_c5-aircross_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:2022_Citroen_C5_Aircross_SUV_blue_rear_view_in_Brunei.jpg,AIMHO'S REBELLION 8490s,CC BY-SA 4.0
Citroën,C5 Aircross,Rood metallic,herkleurd,images/citroen_c5-aircross_rood-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2022_Citroen_C5_Aircross_SUV_blue_rear_view_in_Brunei.jpg,AIMHO'S REBELLION 8490s,CC BY-SA 4.0
Citroën,C5 Aircross,Groen metallic,herkleurd,images/citroen_c5-aircross_groen-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2022_Citroen_C5_Aircross_SUV_blue_rear_view_in_Brunei.jpg,AIMHO'S REBELLION 8490s,CC BY-SA 4.0
Citroën,C5 Aircross,Bruin metallic,herkleurd,images/citroen_c5-aircross_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2022_Citroen_C5_Aircross_SUV_blue_rear_view_in_Brunei.jpg,AIMHO'S REBELLION 8490s,CC BY-SA 4.0
Cupra,Born,Zwart,herkleurd,images/cupra_born_zwart_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2023_Cupra_Born_V1_EV_-_58kWh_(203PS)_Electric_-_Glacial_White_-_07-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Cupra,Born,Wit,ok,images/cupra_born_wit.jpg,"https://commons.wikimedia.org/wiki/File:2023_Cupra_Born_V1_EV_-_58kWh_(203PS)_Electric_-_Glacial_White_-_07-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Cupra,Born,Grijs metallic,herkleurd,images/cupra_born_grijs-metallic_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2023_Cupra_Born_V1_EV_-_58kWh_(203PS)_Electric_-_Glacial_White_-_07-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Cupra,Born,Zilver metallic,herkleurd,images/cupra_born_zilver-metallic_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2023_Cupra_Born_V1_EV_-_58kWh_(203PS)_Electric_-_Glacial_White_-_07-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Cupra,Born,Blauw metallic,missing,,,,
Cupra,Born,Rood metallic,missing,,,,
Cupra,Born,Groen metallic,missing,,,,
Cupra,Born,Bruin metallic,missing,,,,
Cupra,Formentor,Wit,missing,,,,
Cupra,Formentor,Grijs metallic,missing,,,,
Cupra,Formentor,Zilver metallic,missing,,,,
Cupra,Formentor,Blauw metallic,missing,,,,
Cupra,Formentor,Rood metallic,missing,,,,
Cupra,Formentor,Groen metallic,missing,,,,
Cupra,Formentor,Bruin metallic,missing,,,,
Cupra,Formentor,Zwart,onbekende-kleur,images/cupra_formentor_zwart.jpg,https://commons.wikimedia.org/wiki/File:SUV_CUPRA_Formentor.jpg,Zorseat,CC BY-SA 4.0
Cupra,Leon,Zwart,herkleurd,images/cupra_leon_zwart_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Wit,herkleurd,images/cupra_leon_wit_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Grijs metallic,herkleurd,images/cupra_leon_grijs-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Zilver metallic,herkleurd,images/cupra_leon_zilver-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Blauw metallic,herkleurd,images/cupra_leon_blauw-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Rood metallic,ok,images/cupra_leon_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Groen metallic,herkleurd,images/cupra_leon_groen-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Leon,Bruin metallic,herkleurd,images/cupra_leon_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:2023_CUPRA_Le%C3%B3n_ST_1.4_TSI_e-Hybrid_VZ2_in_Desire_Red_(Front).jpg,MoCars,CC0
Cupra,Tavascan,Wit,missing,,,,
Cupra,Tavascan,Grijs metallic,missing,,,,
Cupra,Tavascan,Zilver metallic,missing,,,,
Cupra,Tavascan,Blauw metallic,missing,,,,
Cupra,Tavascan,Rood metallic,missing,,,,
Cupra,Tavascan,Groen metallic,missing,,,,
Cupra,Tavascan,Bruin metallic,missing,,,,
Cupra,Tavascan,Zwart,onbekende-kleur,images/cupra_tavascan_zwart.jpg,https://commons.wikimedia.org/wiki/File:2024_Cupra_Tavascan_VZ1_EV_4Drive_1.jpg,Calreyn88,CC BY-SA 4.0
Fiat,500e,Zwart,ok,images/fiat_500e_zwart.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Black_in_Munich.jpg,AuHaidhausen,CC BY 4.0
Fiat,500e,Wit,ok,images/fiat_500e_wit.jpg,https://commons.wikimedia.org/wiki/File:%22_15_-_EXPO_MILANO_2015_-_Fiat_500e_and_500L_white.jpg,Pava at Expo Milano 2015,CC BY-SA 3.0 it
Fiat,500e,Grijs metallic,ok,images/fiat_500e_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Type_332_Mineral_Grey_(2).jpg,Damian B Oh,CC BY-SA 4.0
Fiat,500e,Zilver metallic,ok,images/fiat_500e_zilver-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2016_Fiat_500e,_Silver_Lake_(rear_left).jpg",Mr.choppers,CC BY-SA 3.0
Fiat,500e,Blauw metallic,ok,images/fiat_500e_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Type_332_Glacier_Blue_(2).jpg,Damian B Oh,CC BY-SA 4.0
Fiat,500e,Rood metallic,herkleurd,images/fiat_500e_rood-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Type_332_Glacier_Blue_(2).jpg,Damian B Oh,CC BY-SA 4.0
Fiat,500e,Groen metallic,herkleurd,images/fiat_500e_groen-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Type_332_Glacier_Blue_(2).jpg,Damian B Oh,CC BY-SA 4.0
Fiat,500e,Bruin metallic,herkleurd,images/fiat_500e_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Fiat_500e_Type_332_Glacier_Blue_(2).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Focus Wagon,Zwart,ok,images/ford_focus-wagon_zwart.jpg,https://commons.wikimedia.org/wiki/File:Ford_Focus_Estate_ST_Line_C519_FL_Agate_Black_(2).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Focus Wagon,Wit,ok,images/ford_focus-wagon_wit.jpg,https://commons.wikimedia.org/wiki/File:Ford_Focus_Estate_C519_Frozen_White_(1).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Focus Wagon,Grijs metallic,herkleurd,images/ford_focus-wagon_grijs-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Ford_Focus_Estate_C519_Frozen_White_(1).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Focus Wagon,Zilver metallic,ok,images/ford_focus-wagon_zilver-metallic.jpg,https://commons.wikimedia.org/wiki/File:Ford_Focus_wagon_silver.jpg,Wagon Master Johnson,CC BY-SA 4.0
Ford,Focus Wagon,Blauw metallic,herkleurd,images/ford_focus-wagon_blauw-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:1941_Ford_Super_Deluxe_Woody_Wagon_(21025483685).jpg,Sicnag,CC BY 2.0
Ford,Focus Wagon,Rood metallic,review,images/ford_focus-wagon_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:1941_Ford_Super_Deluxe_Woody_Wagon_(21025483685).jpg,Sicnag,CC BY 2.0
Ford,Focus Wagon,Groen metallic,herkleurd,images/ford_focus-wagon_groen-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:1941_Ford_Super_Deluxe_Woody_Wagon_(21025483685).jpg,Sicnag,CC BY 2.0
Ford,Focus Wagon,Bruin metallic,herkleurd,images/ford_focus-wagon_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:1941_Ford_Super_Deluxe_Woody_Wagon_(21025483685).jpg,Sicnag,CC BY 2.0
Ford,Kuga,Zwart,ok,images/ford_kuga_zwart.jpg,"https://commons.wikimedia.org/wiki/File:2023_Ford_Kuga_ST-Line_Edition_EcoBoost_-_1496cc_1.5_(150PS)_Petrol_-_Agate_Black_-_02-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Ford,Kuga,Wit,ok,images/ford_kuga_wit.jpg,https://commons.wikimedia.org/wiki/File:Ford_Escape_CX482_1.6_EcoBoost_SE_White_Platinum_Metallic_Tri-coat_01.jpg,Ethan Llamas,CC BY-SA 4.0
Ford,Kuga,Grijs metallic,ok,images/ford_kuga_grijs-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2024_Ford_Kuga_in_Magnetic_Grey,_rear_right,_06-05-2025.jpg",Cutlass,CC0
Ford,Kuga,Zilver metallic,ok,images/ford_kuga_zilver-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2012_Ford_Kuga_Titanium_TDCi_-_1997cc_2.0_(163PS)_Diesel_-_Silver_-_08-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Ford,Kuga,Blauw metallic,ok,images/ford_kuga_blauw-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2024_Ford_Kuga_Active_Hybrid_AWD_-_2488cc_2.5_(183PS)_Hybrid_-_Desert_Island_Blue_-_10-2024,_Rear.jpg",Harvey Bold,CC0
Ford,Kuga,Rood metallic,ok,images/ford_kuga_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:2023_Ford_Explorer_Red.jpg,Rutger van der Maar,CC BY 2.0
Ford,Kuga,Groen metallic,ok,images/ford_kuga_groen-metallic.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_Ford_Kuga_green,_Sept_2025_01.jpg",Retired electrician,CC0
Ford,Kuga,Bruin metallic,ok,images/ford_kuga_bruin-metallic.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_Ford_Kuga_brown,_Mar_2026_01.jpg",Retired electrician,CC0
Ford,Puma,Zwart,herkleurd,images/ford_puma_zwart_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Ford_Puma_1.0_Ecoboost_Hybrid_ST_Line_X_Vignale_Frozen_White_(2).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Puma,Wit,ok,images/ford_puma_wit.jpg,https://commons.wikimedia.org/wiki/File:Ford_Puma_1.0_Ecoboost_Hybrid_ST_Line_X_Vignale_Frozen_White_(2).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Puma,Grijs metallic,ok,images/ford_puma_grijs-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2024_Ford_Puma_ST-Line_EcoBoost_-_999cc_1.0_(125PS)_Petrol_-_Cactus_Grey_-_08-2024,_Front.jpg",Harvey Bold,CC0
Ford,Puma,Zilver metallic,ok,images/ford_puma_zilver-metallic.jpg,https://commons.wikimedia.org/wiki/File:Ford_Puma_silver.jpg,Calreyn88,CC BY-SA 4.0
Ford,Puma,Blauw metallic,ok,images/ford_puma_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Blue_Ford_Puma_2014.JPG,"Fiver, der Hellseher",CC BY-SA 3.0
Ford,Puma,Rood metallic,ok,images/ford_puma_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:Ford_Puma_1.0_Ecoboost_Hybrid_ST_Line_Fantastic_Red_(4).jpg,Damian B Oh,CC BY-SA 4.0
Ford,Puma,Groen metallic,herkleurd,images/ford_puma_groen-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Blue_Ford_Puma_2014.JPG,"Fiver, der Hellseher",CC BY-SA 3.0
Ford,Puma,Bruin metallic,herkleurd,images/ford_puma_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Blue_Ford_Puma_2014.JPG,"Fiver, der Hellseher",CC BY-SA 3.0
Hyundai,Ioniq 5,Wit,ok,images/hyundai_ioniq-5_wit.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_5_Long_Range_Prestige_NE1_PE_Atlas_White_Matte_(15).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Grijs metallic,ok,images/hyundai_ioniq-5_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Ioniq_5_NE_Grey_(10).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Zilver metallic,ok,images/hyundai_ioniq-5_zilver-metallic.jpg,"https://commons.wikimedia.org/wiki/File:2021_Hyundai_Ioniq_5_Premium_EV_-_54kWh_(170PS)_Electric_-_Silver_-_02-2025,_Rear.jpg",Harvey Bold,CC0
Hyundai,Ioniq 5,Blauw metallic,ok,images/hyundai_ioniq-5_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_5_NE1_PE_Lucid_Blue_Pearl_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Rood metallic,ok,images/hyundai_ioniq-5_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_5_N_Line_NE_PE_Ultimate_Red_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Groen metallic,ok,images/hyundai_ioniq-5_groen-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_6_CE_Digital_Green_Pearl_(24).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Bruin metallic,ok,images/hyundai_ioniq-5_bruin-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_9_Calligraphy_ME1_Sunset_Brown_Pearl_(5).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Ioniq 5,Zwart,herkleurd,images/hyundai_ioniq-5_zwart_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_IONIQ_5_Long_Range_Prestige_NE1_PE_Atlas_White_Matte_(15).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Kona,Zwart,ok,images/hyundai_kona_zwart.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_SX2_1.6_Premium_HEV_Black.jpg,Ethan Llamas,CC BY-SA 4.0
Hyundai,Kona,Wit,ok,images/hyundai_kona_wit.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_SX2_1.6_Premium_HEV_Atlas_White_01.jpg,Ethan Llamas,CC BY-SA 4.0
Hyundai,Kona,Grijs metallic,ok,images/hyundai_kona_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_SX2_1.6_Premium_HEV_Cyber_Gray_test_drive_unit.jpg,Ethan Llamas,CC BY-SA 4.0
Hyundai,Kona,Zilver metallic,herkleurd,images/hyundai_kona_zilver-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_SX2_1.6_Premium_HEV_Atlas_White_01.jpg,Ethan Llamas,CC BY-SA 4.0
Hyundai,Kona,Blauw metallic,ok,images/hyundai_kona_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_Electric_SX2_EV_Meta_Blue_Pearl_(5).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Kona,Rood metallic,ok,images/hyundai_kona_rood-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_OS_N_line_Red_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Kona,Groen metallic,ok,images/hyundai_kona_groen-metallic.jpg,https://commons.wikimedia.org/wiki/File:18_Hyundai_Kona_green.jpg,Benespit,CC BY-SA 4.0
Hyundai,Kona,Bruin metallic,herkleurd,images/hyundai_kona_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Kona_Electric_SX2_EV_Meta_Blue_Pearl_(5).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Tucson,Zwart,ok,images/hyundai_tucson_zwart.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Tucson_N_Line_NX4_Phantom_Black_Pearl_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Tucson,Wit,ok,images/hyundai_tucson_wit.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Tucson_ix_Fuel_Cell_LM_PE_Pure_White_(5).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Tucson,Grijs metallic,ok,images/hyundai_tucson_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Tucson_Inspiration_1.6T_NX4_Amazon_Gray_Metallic_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Tucson,Zilver metallic,ok,images/hyundai_tucson_zilver-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Tucson_4WD_TL_Platinum_Silver_(2).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,Tucson,Blauw metallic,ok,images/hyundai_tucson_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:23_Hyundai_Tucson_Hybrid_Blue_(1).jpg,HJUdall,CC0
Hyundai,Tucson,Rood metallic,ok,images/hyundai_tucson_rood-metallic.jpg,"https://commons.wikimedia.org/wiki/File:Moscow,_Hyundai_Tucson_red,_June_2026_01.jpg",Retired electrician,CC0
Hyundai,Tucson,Groen metallic,ok,images/hyundai_tucson_groen-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_Tucson_NX4_PE_1.6T_GLS_HEV_Pine_Green_Matte_04.jpg,Ethan Llamas,CC BY-SA 4.0
Hyundai,Tucson,Bruin metallic,herkleurd,images/hyundai_tucson_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:23_Hyundai_Tucson_Hybrid_Blue_(1).jpg,HJUdall,CC0
Hyundai,i20,Wit,ok,images/hyundai_i20_wit.jpg,"https://commons.wikimedia.org/wiki/File:2012_Hyundai_i20_Active_MPi_-_1248cc_1.2_(85PS)_Petrol_-_White_-_02-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Hyundai,i20,Grijs metallic,ok,images/hyundai_i20_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_1.0_T-GDi_48V_MHEV_BC3_Aurora_Grey_(6).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,i20,Zilver metallic,ok,images/hyundai_i20_zilver-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_GB_PE_Typhoon_Silver_(4).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,i20,Blauw metallic,ok,images/hyundai_i20_blauw-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_WRC_PB_PE_Performance_Blue_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,i20,Rood metallic,herkleurd,images/hyundai_i20_rood-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_WRC_PB_PE_Performance_Blue_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,i20,Groen metallic,ok,images/hyundai_i20_groen-metallic.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_Comfort_(Electric_Green)_-_Flickr_-_mick_-_Lumix.jpg,"Mick from Northamptonshire, England",CC BY 2.0
Hyundai,i20,Bruin metallic,herkleurd,images/hyundai_i20_bruin-metallic_herkleurd.jpg,https://commons.wikimedia.org/wiki/File:Hyundai_i20_WRC_PB_PE_Performance_Blue_(1).jpg,Damian B Oh,CC BY-SA 4.0
Hyundai,i20,Zwart,herkleurd,images/hyundai_i20_zwart_herkleurd.jpg,"https://commons.wikimedia.org/wiki/File:2012_Hyundai_i20_Active_MPi_-_1248cc_1.2_(85PS)_Petrol_-_White_-_02-2024,_Front.jpg",Harvey Bold,CC BY 4.0
Kia,EV3,Zwart,ok,images/kia_ev3_zwart.jpg,https://commons.wikimedia.org/wiki/File:Kia_EV3_SV1_Aurora_Black_Pearl_Test_Vehicle_(1).jpg,Damian B Oh,CC BY-SA 4.0
Kia,EV3,Wit,ok,images/kia_ev3_wit.jpg,https://commons.wikimedia.org/wiki/File:Kia_EV3_Earth_SV1_Snow_White_Pearl_(132).jpg,Damian B Oh,CC BY-SA 4.0
Kia,EV3,Grijs metallic,ok,images/kia_ev3_grijs-metallic.jpg,https://commons.wikimedia.org/wiki/File:Kia_EV3_SV1_Shale_Grey_(23).jpg,Damian B Oh,CC BY-SA 4.0
